DRUG_ID	DRUG_NAME	ID_TYPE	IDENTIFIER
1263	aminohydroxybutyric acid	RxCUI	236512
1263	aminohydroxybutyric acid	UMLSCUI	C0771792
1264	gabapentin	RxCUI	25480
1264	gabapentin	VUID	4020833
1264	gabapentin	NUI	N0000148345
1264	gabapentin	UMLSCUI	C0060926
1264	gabapentin	MMSL_CODE	GNd03182
1267	gadoterate meglumine	RxCUI	1421151
1267	gadoterate meglumine	VUID	4032690
1267	gadoterate meglumine	NUI	N0000188988
1267	gadoterate meglumine	UMLSCUI	C0118538
1267	gadoterate meglumine	MMSL_CODE	GNd06307
1268	gadoteridol	RxCUI	25483
1268	gadoteridol	VUID	4020572
1268	gadoteridol	NUI	N0000148274
1268	gadoteridol	UMLSCUI	C0060930
1268	gadoteridol	MMSL_CODE	GNd03843
1271	galactose	VUID	4018618
1271	galactose	NUI	N0000146931
1271	galactose	UMLSCUI	C0016945
1272	galantamine	RxCUI	4637
1272	galantamine	VUID	4021250
1272	galantamine	NUI	N0000148691
1272	galantamine	UMLSCUI	C0016967
1272	galantamine	MMSL_CODE	GNd04750
1273	gallamine	RxCUI	4639
1273	gallamine	VUID	4018916
1273	gallamine	NUI	N0000147209
1273	gallamine	UMLSCUI	C0016972
1275	gallopamil	RxCUI	4648
1275	gallopamil	NUI	N0000166522
1275	gallopamil	UMLSCUI	C0016986
1276	gamolenic acid	RxCUI	25605
1276	gamolenic acid	NUI	N0000168580
1276	gamolenic acid	UMLSCUI	C0061078
1277	ganciclovir	RxCUI	4678
1277	ganciclovir	VUID	4019764
1277	ganciclovir	NUI	N0000147855
1277	ganciclovir	UMLSCUI	C0017066
1277	ganciclovir	MMSL_CODE	GNd00066
1279	ganirelix	RxCUI	35825
1279	ganirelix	VUID	4021229
1279	ganirelix	NUI	N0000148673
1279	ganirelix	UMLSCUI	C0073629
1279	ganirelix	MMSL_CODE	GNd04447
1280	gatifloxacin	RxCUI	228476
1280	gatifloxacin	VUID	4021187
1280	gatifloxacin	NUI	N0000148634
1280	gatifloxacin	UMLSCUI	C0753645
1280	gatifloxacin	MMSL_CODE	GNd04504
1282	gefitinib	RxCUI	328134
1282	gefitinib	VUID	4021392
1282	gefitinib	NUI	N0000148810
1282	gefitinib	UMLSCUI	C1122962
1282	gefitinib	MMSL_CODE	GNd04868
1283	gemcitabine	RxCUI	12574
1283	gemcitabine	VUID	4024031
1283	gemcitabine	NUI	N0000022036
1283	gemcitabine	UMLSCUI	C0045093
1283	gemcitabine	MMSL_CODE	GNd04010
1284	gemeprost	RxCUI	12449
1284	gemeprost	UMLSCUI	C0044923
1285	gemfibrozil	VUID	4018639
1285	gemfibrozil	NUI	N0000146952
1285	gemfibrozil	UMLSCUI	C0017245
1285	gemfibrozil	MMSL_CODE	GNd00245
1286	gemifloxacin	RxCUI	138099
1286	gemifloxacin	VUID	4021386
1286	gemifloxacin	NUI	N0000148804
1286	gemifloxacin	UMLSCUI	C0533545
1286	gemifloxacin	MMSL_CODE	GNd04859
1290	gepefrine	RxCUI	41157
1290	gepefrine	UMLSCUI	C0082689
1291	gestodene	RxCUI	25734
1291	gestodene	UMLSCUI	C0061246
1292	gestrinone	NUI	N0000167403
1292	gestrinone	UMLSCUI	C0017507
1298	glibornuride	RxCUI	102846
1298	glibornuride	UMLSCUI	C0350998
1299	gliclazide	RxCUI	4816
1299	gliclazide	NUI	N0000166470
1299	gliclazide	UMLSCUI	C0017631
1300	glimepiride	RxCUI	25789
1300	glimepiride	VUID	4020945
1300	glimepiride	NUI	N0000148425
1300	glimepiride	UMLSCUI	C0061323
1300	glimepiride	MMSL_CODE	GNd03864
1301	glipizide	VUID	4018508
1301	glipizide	NUI	N0000146830
1301	glipizide	UMLSCUI	C0017642
1301	glipizide	MMSL_CODE	GNd00246
1302	gliquidone	RxCUI	25793
1302	gliquidone	UMLSCUI	C0061328
1306	glucametacin	RxCUI	25834
1306	glucametacin	UMLSCUI	C0061377
1307	glucosamine	VUID	4021359
1307	glucosamine	NUI	N0000148778
1307	glucosamine	UMLSCUI	C0017718
1307	glucosamine	MMSL_CODE	GNd04418
1310	glutamic acid	RxCUI	70602
1310	glutamic acid	UMLSCUI	C0220839
1311	glutamine	VUID	4027901
1311	glutamine	NUI	N0000177918
1311	glutamine	UMLSCUI	C0017797
1311	glutamine	MMSL_CODE	GNd07315
1312	glutathione	VUID	4020562
1312	glutathione	NUI	N0000148266
1312	glutathione	UMLSCUI	C0017817
1313	glutethimide	VUID	4018842
1313	glutethimide	NUI	N0000147144
1313	glutethimide	UMLSCUI	C0017845
1314	glibenclamide	VUID	4018078
1314	glibenclamide	NUI	N0000146417
1314	glibenclamide	UMLSCUI	C0017628
1314	glibenclamide	MMSL_CODE	GNd00248
1316	glycerol	VUID	4017411
1316	glycerol	NUI	N0000145799
1316	glycerol	UMLSCUI	C0017861
1316	glycerol	MMSL_CODE	GNd00652
1318	sodium glycerophosphate	RxCUI	1423802
1318	sodium glycerophosphate	UMLSCUI	C3642440
1319	glycine	VUID	4017980
1319	glycine	NUI	N0000146327
1319	glycine	UMLSCUI	C0017890
1321	glymidine	RxCUI	102848
1321	glymidine	UMLSCUI	C0351000
1325	glycyrrhizic acid	RxCUI	26143
1325	glycyrrhizic acid	NUI	N0000166344
1325	glycyrrhizic acid	UMLSCUI	C0061751
1327	goserelin	RxCUI	50610
1327	goserelin	NUI	N0000007256
1327	goserelin	UMLSCUI	C0120107
1327	goserelin	MMSL_CODE	GNd01354
1329	granisetron	RxCUI	142149
1329	granisetron	VUID	4020855
1329	granisetron	NUI	N0000179527
1329	granisetron	UMLSCUI	C0543476
1329	granisetron	MMSL_CODE	IN4801
1330	grepafloxacin	RxCUI	83719
1330	grepafloxacin	VUID	4024097
1330	grepafloxacin	NUI	N0000022102
1330	grepafloxacin	UMLSCUI	C0287721
1330	grepafloxacin	MMSL_CODE	GNd04246
1331	griseofulvin	RxCUI	5021
1331	griseofulvin	VUID	4018217
1331	griseofulvin	NUI	N0000146549
1331	griseofulvin	UMLSCUI	C0018242
1331	griseofulvin	MMSL_CODE	GNd00100
1334	guaiacol	VUID	4020199
1334	guaiacol	NUI	N0000148129
1334	guaiacol	UMLSCUI	C0018304
1336	guaifenesin	RxCUI	5032
1336	guaifenesin	VUID	4018147
1336	guaifenesin	NUI	N0000146484
1336	guaifenesin	UMLSCUI	C0018305
1336	guaifenesin	MMSL_CODE	GNd00797
1339	guanadrel	RxCUI	26296
1339	guanadrel	VUID	4019769
1339	guanadrel	NUI	N0000179147
1339	guanadrel	UMLSCUI	C0061938
1339	guanadrel	MMSL_CODE	GNd00725
1342	guanethidine	VUID	4019770
1342	guanethidine	NUI	N0000147861
1342	guanethidine	UMLSCUI	C0018318
1342	guanethidine	MMSL_CODE	GNd00131
1343	guanfacine	RxCUI	40114
1343	guanfacine	VUID	4019771
1343	guanfacine	NUI	N0000147862
1343	guanfacine	UMLSCUI	C0079466
1343	guanfacine	MMSL_CODE	GNd00717
1344	guanidine	RxCUI	50675
1344	guanidine	VUID	4019772
1344	guanidine	NUI	N0000147863
1344	guanidine	UMLSCUI	C0120446
1344	guanidine	MMSL_CODE	GNd01422
1348	halazepam	RxCUI	26412
1348	halazepam	VUID	4018800
1348	halazepam	NUI	N0000147103
1348	halazepam	UMLSCUI	C0062092
1348	halazepam	MMSL_CODE	GNd00904
1349	ulobetasol propionate	RxCUI	45318
1349	ulobetasol propionate	VUID	4019575
1349	ulobetasol propionate	NUI	N0000147674
1349	ulobetasol propionate	UMLSCUI	C0098735
1349	ulobetasol propionate	MMSL_CODE	BN63970
1350	halofantrine	RxCUI	58130
1350	halofantrine	VUID	4021108
1350	halofantrine	NUI	N0000148563
1350	halofantrine	UMLSCUI	C0148859
1350	halofantrine	MMSL_CODE	IN17110
1352	halometasone	RxCUI	26416
1352	halometasone	UMLSCUI	C0062097
1353	haloperidol	RxCUI	5093
1353	haloperidol	VUID	4018123
1353	haloperidol	NUI	N0000146461
1353	haloperidol	UMLSCUI	C0018546
1353	haloperidol	MMSL_CODE	GNd00027
1355	haloprogin	RxCUI	26422
1355	haloprogin	VUID	4018665
1355	haloprogin	NUI	N0000146976
1355	haloprogin	UMLSCUI	C0062106
1355	haloprogin	MMSL_CODE	IN4819
1356	halothane	VUID	4018499
1356	halothane	NUI	N0000146821
1356	halothane	UMLSCUI	C0018549
1356	halothane	MMSL_CODE	GNd00251
1358	heparin	RxCUI	235473
1358	heparin	UMLSCUI	C0770546
1358	heparin	MMSL_CODE	GNd00252
1361	heptaminol	RxCUI	5254
1361	heptaminol	NUI	N0000166812
1361	heptaminol	UMLSCUI	C0019223
1362	hesperetin	RxCUI	1314255
1362	hesperetin	UMLSCUI	C0062585
1363	hetacillin	RxCUI	1299048
1363	hetacillin	UMLSCUI	C0812398
1364	hexachlorophene	RxCUI	5293
1364	hexachlorophene	VUID	4018252
1364	hexachlorophene	NUI	N0000146582
1364	hexachlorophene	UMLSCUI	C0019435
1364	hexachlorophene	MMSL_CODE	BN741
1365	hexafluronium	RxCUI	53017
1365	hexafluronium	VUID	4018444
1365	hexafluronium	NUI	N0000146768
1365	hexafluronium	UMLSCUI	C0129478
1369	hexobarbital	RxCUI	5302
1369	hexobarbital	VUID	4018823
1369	hexobarbital	NUI	N0000147126
1369	hexobarbital	UMLSCUI	C0019469
1370	hexobendine	RxCUI	5303
1370	hexobendine	NUI	N0000166651
1370	hexobendine	UMLSCUI	C0019471
1371	hexocyclium	RxCUI	26867
1371	hexocyclium	UMLSCUI	C0062674
1372	hexoprenaline	RxCUI	5307
1372	hexoprenaline	NUI	N0000166518
1372	hexoprenaline	UMLSCUI	C0019476
1373	hexylcaine	UMLSCUI	C0062686
1374	hexylresorcinol	NUI	N0000166594
1374	hexylresorcinol	UMLSCUI	C0019497
1374	hexylresorcinol	MMSL_CODE	IN15077
1375	histamine	VUID	4019776
1375	histamine	NUI	N0000147867
1375	histamine	UMLSCUI	C0019588
1377	histidine	VUID	4018669
1377	histidine	NUI	N0000146980
1377	histidine	UMLSCUI	C0019602
1379	homatropine	RxCUI	27084
1379	homatropine	VUID	4019777
1379	homatropine	NUI	N0000171598
1379	homatropine	UMLSCUI	C0062922
1379	homatropine	MMSL_CODE	GNd04149
1380	methylhomatropine	RxCUI	27085
1380	methylhomatropine	VUID	4018543
1380	methylhomatropine	NUI	N0000179152
1380	methylhomatropine	UMLSCUI	C0062923
1380	methylhomatropine	MMSL_CODE	BN73112
1384	hydralazine	RxCUI	5470
1384	hydralazine	VUID	4019778
1384	hydralazine	NUI	N0000147869
1384	hydralazine	UMLSCUI	C0020223
1384	hydralazine	MMSL_CODE	GNd00132
1385	hydrochlorothiazide	VUID	4017615
1385	hydrochlorothiazide	NUI	N0000145995
1385	hydrochlorothiazide	UMLSCUI	C0020261
1385	hydrochlorothiazide	MMSL_CODE	GNd00253
1386	hydrocodone	RxCUI	5489
1386	hydrocodone	VUID	4018165
1386	hydrocodone	NUI	N0000146502
1386	hydrocodone	UMLSCUI	C0020264
1386	hydrocodone	MMSL_CODE	GNd03075
1388	hydrocortisone	RxCUI	5492
1388	hydrocortisone	VUID	4017941
1388	hydrocortisone	NUI	N0000146291
1388	hydrocortisone	UMLSCUI	C0020268
1388	hydrocortisone	MMSL_CODE	GNd00254
1389	hydrocortisone aceponate	RxCUI	41277
1389	hydrocortisone aceponate	UMLSCUI	C0082944
1390	hydrocortisone cypionate	RxCUI	163524
1390	hydrocortisone cypionate	VUID	4017944
1390	hydrocortisone cypionate	NUI	N0000179568
1390	hydrocortisone cypionate	UMLSCUI	C0612688
1390	hydrocortisone cypionate	MMSL_CODE	IN4841
1392	hydroflumethiazide	RxCUI	5495
1392	hydroflumethiazide	VUID	4018143
1392	hydroflumethiazide	NUI	N0000146480
1392	hydroflumethiazide	UMLSCUI	C0020273
1392	hydroflumethiazide	MMSL_CODE	GNd00645
1393	hydromorphone	VUID	4019779
1393	hydromorphone	NUI	N0000147870
1393	hydromorphone	UMLSCUI	C0012306
1393	hydromorphone	MMSL_CODE	GNd00255
1394	hydroxyamfetamine	RxCUI	82066
1394	hydroxyamfetamine	VUID	4018012
1394	hydroxyamfetamine	NUI	N0000179438
1394	hydroxyamfetamine	UMLSCUI	C0282278
1394	hydroxyamfetamine	MMSL_CODE	IN4851
1395	hydroxychloroquine	RxCUI	5521
1395	hydroxychloroquine	VUID	4019780
1395	hydroxychloroquine	NUI	N0000147871
1395	hydroxychloroquine	UMLSCUI	C0020336
1395	hydroxychloroquine	MMSL_CODE	GNd00817
1399	hydroxycarbamide	RxCUI	5552
1399	hydroxycarbamide	VUID	4017733
1399	hydroxycarbamide	NUI	N0000146101
1399	hydroxycarbamide	UMLSCUI	C0020402
1399	hydroxycarbamide	MMSL_CODE	GNd01373
1400	hydroxyzine	RxCUI	5553
1400	hydroxyzine	VUID	4019782
1400	hydroxyzine	NUI	N0000147873
1400	hydroxyzine	UMLSCUI	C0020404
1400	hydroxyzine	MMSL_CODE	GNd00907
1401	hymecromone	NUI	N0000167012
1401	hymecromone	UMLSCUI	C0020411
1402	hyoscyamine	RxCUI	153970
1402	hyoscyamine	VUID	4018400
1402	hyoscyamine	NUI	N0000189428
1402	hyoscyamine	UMLSCUI	C0596004
1402	hyoscyamine	MMSL_CODE	GNd00985
1404	ibandronic acid	RxCUI	115265
1404	ibandronic acid	UMLSCUI	C0379200
1405	ibopamine	RxCUI	51253
1405	ibopamine	UMLSCUI	C0123043
1407	ibuprofen	RxCUI	36761
1407	ibuprofen	VUID	4032936
1407	ibuprofen	NUI	N0000189536
1407	ibuprofen	UMLSCUI	C0074814
1412	ibutilide	RxCUI	41289
1412	ibutilide	VUID	4024018
1412	ibutilide	NUI	N0000022023
1412	ibutilide	UMLSCUI	C0082966
1412	ibutilide	MMSL_CODE	GNd03871
1413	icosapent ethyl	RxCUI	1304974
1413	icosapent ethyl	VUID	4032044
1413	icosapent ethyl	NUI	N0000186143
1413	icosapent ethyl	UMLSCUI	C0058978
1413	icosapent ethyl	MMSL_CODE	IN28709
1414	idarubicin	RxCUI	5650
1414	idarubicin	VUID	4019784
1414	idarubicin	NUI	N0000147874
1414	idarubicin	UMLSCUI	C0020789
1414	idarubicin	MMSL_CODE	GNd00256
1416	idebenone	RxCUI	51296
1416	idebenone	UMLSCUI	C0123163
1417	idoxuridine	RxCUI	5653
1417	idoxuridine	VUID	4018015
1417	idoxuridine	NUI	N0000146359
1417	idoxuridine	UMLSCUI	C0020811
1417	idoxuridine	MMSL_CODE	IN4866
1418	idrocilamide	RxCUI	19729
1418	idrocilamide	UMLSCUI	C0054086
1419	ifenprodil	RxCUI	27403
1419	ifenprodil	UMLSCUI	C0063340
1421	ifosfamide	VUID	4019476
1421	ifosfamide	NUI	N0000147596
1421	ifosfamide	UMLSCUI	C0020823
1421	ifosfamide	MMSL_CODE	GNd00257
1422	iloprost	RxCUI	40138
1422	iloprost	VUID	4024905
1422	iloprost	NUI	N0000171024
1422	iloprost	UMLSCUI	C0079594
1422	iloprost	MMSL_CODE	GNd05232
1423	imatinib	RxCUI	282388
1423	imatinib	VUID	4021257
1423	imatinib	NUI	N0000148698
1423	imatinib	UMLSCUI	C0935989
1423	imatinib	MMSL_CODE	GNd04758
1424	imidapril	RxCUI	259335
1424	imidapril	UMLSCUI	C0872994
1426	imipenem	RxCUI	5690
1426	imipenem	VUID	4017969
1426	imipenem	NUI	N0000146319
1426	imipenem	UMLSCUI	C0020933
1426	imipenem	MMSL_CODE	GNd04401
1427	imipramine	RxCUI	5691
1427	imipramine	VUID	4019785
1427	imipramine	NUI	N0000147875
1427	imipramine	UMLSCUI	C0020934
1427	imipramine	MMSL_CODE	GNd00259
1429	imiquimod	RxCUI	59943
1429	imiquimod	VUID	4021044
1429	imiquimod	NUI	N0000148508
1429	imiquimod	UMLSCUI	C0165032
1429	imiquimod	MMSL_CODE	IN4872
1433	indapamide	RxCUI	5764
1433	indapamide	VUID	4018746
1433	indapamide	NUI	N0000147050
1433	indapamide	UMLSCUI	C0021186
1433	indapamide	MMSL_CODE	GNd00260
1435	indeloxazine	RxCUI	1311672
1435	indeloxazine	UMLSCUI	C0953067
1437	indinavir	RxCUI	114289
1437	indinavir	VUID	4024026
1437	indinavir	NUI	N0000022031
1437	indinavir	UMLSCUI	C0376637
1437	indinavir	MMSL_CODE	GNd03985
1439	indobufen	RxCUI	27518
1439	indobufen	UMLSCUI	C0063479
1440	indomethacin	RxCUI	203365
1440	indomethacin	UMLSCUI	C0700798
1440	indomethacin	MMSL_CODE	BN2387
1443	indoramin	RxCUI	5784
1443	indoramin	NUI	N0000167199
1443	indoramin	UMLSCUI	C0021252
1444	inositol	VUID	4017688
1444	inositol	NUI	N0000146062
1444	inositol	UMLSCUI	C0021547
1444	inositol	MMSL_CODE	GNd00496
1445	inositol nicotinate	RxCUI	27604
1445	inositol nicotinate	UMLSCUI	C0063584
1447	inulin	RxCUI	5924
1447	inulin	VUID	4018838
1447	inulin	NUI	N0000147140
1447	inulin	UMLSCUI	C0021936
1447	inulin	MMSL_CODE	GNd04848
1448	iobenguane (123I)	RxCUI	14448
1448	iobenguane (123I)	VUID	4027963
1448	iobenguane (123I)	NUI	N0000177925
1448	iobenguane (123I)	UMLSCUI	C0047506
1449	iobitridol	RxCUI	87639
1449	iobitridol	UMLSCUI	C0296806
1451	iocetamic acid	RxCUI	183830
1451	iocetamic acid	VUID	4018168
1451	iocetamic acid	NUI	N0000146505
1451	iocetamic acid	UMLSCUI	C0650160
1451	iocetamic acid	MMSL_CODE	GNd04325
1452	iodamide	RxCUI	5928
1452	iodamide	NUI	N0000007778
1452	iodamide	UMLSCUI	C0021961
1452	iodamide	MMSL_CODE	GNd01452
1454	iodinated glycerol	RxCUI	27723
1454	iodinated glycerol	VUID	4018458
1454	iodinated glycerol	NUI	N0000179159
1454	iodinated glycerol	UMLSCUI	C0063750
1454	iodinated glycerol	MMSL_CODE	GNd00799
1455	adipiodone	NUI	N0000007781
1455	adipiodone	UMLSCUI	C0021971
1455	adipiodone	MMSL_CODE	GNd01454
1457	diiodohydroxyquinoline	VUID	4018600
1457	diiodohydroxyquinoline	NUI	N0000146916
1457	diiodohydroxyquinoline	UMLSCUI	C0012341
1457	diiodohydroxyquinoline	MMSL_CODE	GNd01105
1461	iohexol	RxCUI	5956
1461	iohexol	VUID	4018251
1461	iohexol	NUI	N0000146581
1461	iohexol	UMLSCUI	C0022005
1461	iohexol	MMSL_CODE	GNd01456
1464	iopamidol	VUID	4017756
1464	iopamidol	NUI	N0000146122
1464	iopamidol	UMLSCUI	C0022026
1464	iopamidol	MMSL_CODE	GNd01461
1465	iopanoic acid	RxCUI	5967
1465	iopanoic acid	VUID	4018259
1465	iopanoic acid	NUI	N0000146589
1465	iopanoic acid	UMLSCUI	C0022028
1465	iopanoic acid	MMSL_CODE	GNd01438
1466	iopentol	RxCUI	27779
1466	iopentol	UMLSCUI	C0063815
1467	iofendylate	RxCUI	5968
1467	iofendylate	VUID	4018921
1467	iofendylate	NUI	N0000147214
1467	iofendylate	UMLSCUI	C0022029
1468	iopromide	RxCUI	27781
1468	iopromide	VUID	4020929
1468	iopromide	NUI	N0000148411
1468	iopromide	UMLSCUI	C0063817
1468	iopromide	MMSL_CODE	GNd03840
1469	iotalamic acid	RxCUI	1546451
1469	iotalamic acid	NUI	N0000166657
1469	iotalamic acid	UMLSCUI	C0022034
1470	iotrolan	RxCUI	51474
1470	iotrolan	VUID	4019577
1470	iotrolan	NUI	N0000171578
1470	iotrolan	UMLSCUI	C0123865
1471	ioversol	RxCUI	27792
1471	ioversol	VUID	4020983
1471	ioversol	NUI	N0000148454
1471	ioversol	UMLSCUI	C0063828
1471	ioversol	MMSL_CODE	GNd01469
1472	ioxaglic acid	RxCUI	1426458
1472	ioxaglic acid	NUI	N0000007294
1472	ioxaglic acid	UMLSCUI	C0022041
1473	ioxilan	RxCUI	27793
1473	ioxilan	VUID	4021131
1473	ioxilan	NUI	N0000148585
1473	ioxilan	UMLSCUI	C0063829
1473	ioxilan	MMSL_CODE	GNd06227
1474	iopodic acid	VUID	4017623
1474	iopodic acid	NUI	N0000178897
1474	iopodic acid	UMLSCUI	C0006703
1474	iopodic acid	MMSL_CODE	IN4914
1475	ipratropium	VUID	4019791
1475	ipratropium	NUI	N0000147880
1475	ipratropium	UMLSCUI	C0027235
1475	ipratropium	MMSL_CODE	GNd00265
1476	iprazochrome	RxCUI	51486
1476	iprazochrome	UMLSCUI	C0123902
1477	ipriflavone	RxCUI	51487
1477	ipriflavone	VUID	4032065
1477	ipriflavone	NUI	N0000186568
1477	ipriflavone	UMLSCUI	C0123903
1478	iprindole	NUI	N0000166960
1478	iprindole	UMLSCUI	C0022057
1480	iproniazid	RxCUI	5981
1480	iproniazid	NUI	N0000167316
1480	iproniazid	UMLSCUI	C0022059
1481	irbesartan	RxCUI	83818
1481	irbesartan	VUID	4021071
1481	irbesartan	NUI	N0000148533
1481	irbesartan	UMLSCUI	C0288171
1481	irbesartan	MMSL_CODE	GNd04222
1482	irinotecan	RxCUI	51499
1482	irinotecan	VUID	4024027
1482	irinotecan	NUI	N0000022032
1482	irinotecan	UMLSCUI	C0123931
1482	irinotecan	MMSL_CODE	GNd04026
1487	isoaminile	RxCUI	27866
1487	isoaminile	UMLSCUI	C0063912
1490	isocarboxazid	VUID	4017782
1490	isocarboxazid	NUI	N0000146143
1490	isocarboxazid	UMLSCUI	C0022154
1490	isocarboxazid	MMSL_CODE	GNd00882
1491	isoetarine	VUID	4019792
1491	isoetarine	NUI	N0000147881
1491	isoetarine	UMLSCUI	C0022176
1491	isoetarine	MMSL_CODE	GNd00751
1493	isoflurane	RxCUI	6026
1493	isoflurane	VUID	4019107
1493	isoflurane	NUI	N0000147364
1493	isoflurane	UMLSCUI	C0022180
1493	isoflurane	MMSL_CODE	GNd00267
1494	fluostigmine	VUID	4017993
1494	fluostigmine	NUI	N0000146338
1494	fluostigmine	UMLSCUI	C0022181
1494	fluostigmine	MMSL_CODE	IN4927
1496	isometheptene	RxCUI	27946
1496	isometheptene	UMLSCUI	C0064007
1497	isoniazid	RxCUI	6038
1497	isoniazid	VUID	4017505
1497	isoniazid	NUI	N0000145890
1497	isoniazid	UMLSCUI	C0022209
1497	isoniazid	MMSL_CODE	GNd00101
1499	isoprenaline	VUID	4019793
1499	isoprenaline	NUI	N0000147882
1499	isoprenaline	UMLSCUI	C0022245
1499	isoprenaline	MMSL_CODE	GNd00697
1500	isopropamide	RxCUI	89784
1500	isopropamide	VUID	4022168
1500	isopropamide	NUI	N0000020174
1500	isopropamide	UMLSCUI	C0301373
1501	isosorbide	VUID	4018584
1501	isosorbide	NUI	N0000146900
1501	isosorbide	UMLSCUI	C0022251
1501	isosorbide	MMSL_CODE	GNd00653
1505	isosorbide dinitrate	VUID	4017825
1505	isosorbide dinitrate	NUI	N0000146183
1505	isosorbide dinitrate	UMLSCUI	C0022252
1505	isosorbide dinitrate	MMSL_CODE	GNd00268
1506	isosorbide mononitrate	RxCUI	28004
1506	isosorbide mononitrate	VUID	4020224
1506	isosorbide mononitrate	NUI	N0000179163
1506	isosorbide mononitrate	UMLSCUI	C0064079
1506	isosorbide mononitrate	MMSL_CODE	GNd00269
1507	isothipendyl	RxCUI	28012
1507	isothipendyl	UMLSCUI	C0064088
1508	isotretinoin	VUID	4017801
1508	isotretinoin	NUI	N0000146162
1508	isotretinoin	UMLSCUI	C0022265
1508	isotretinoin	MMSL_CODE	GNd01245
1510	isoxsuprine	VUID	4019794
1510	isoxsuprine	NUI	N0000147883
1510	isoxsuprine	UMLSCUI	C0022267
1510	isoxsuprine	MMSL_CODE	GNd00693
1511	isradipine	RxCUI	33910
1511	isradipine	VUID	4019560
1511	isradipine	NUI	N0000147660
1511	isradipine	UMLSCUI	C0071304
1511	isradipine	MMSL_CODE	GNd00270
1513	itraconazole	RxCUI	28031
1513	itraconazole	VUID	4020560
1513	itraconazole	NUI	N0000148264
1513	itraconazole	UMLSCUI	C0064113
1513	itraconazole	MMSL_CODE	GNd00102
1517	ixabepilone	RxCUI	337523
1517	ixabepilone	VUID	4026737
1517	ixabepilone	NUI	N0000179767
1517	ixabepilone	UMLSCUI	C1135132
1517	ixabepilone	MMSL_CODE	GNd07051
1518	josamycin	RxCUI	6084
1518	josamycin	NUI	N0000168421
1518	josamycin	UMLSCUI	C0022419
1519	kanamycin	VUID	4019795
1519	kanamycin	NUI	N0000147884
1519	kanamycin	UMLSCUI	C0022487
1519	kanamycin	MMSL_CODE	GNd00271
1522	kebuzone	RxCUI	28198
1522	kebuzone	UMLSCUI	C0064324
1523	ketamine	RxCUI	6130
1523	ketamine	VUID	4019796
1523	ketamine	NUI	N0000147885
1523	ketamine	UMLSCUI	C0022614
1523	ketamine	MMSL_CODE	GNd00272
1524	ketanserin	RxCUI	6131
1524	ketanserin	NUI	N0000167209
1524	ketanserin	UMLSCUI	C0022616
1525	ketazolam	RxCUI	28181
1525	ketazolam	UMLSCUI	C0064304
1527	ketoconazole	RxCUI	6135
1527	ketoconazole	VUID	4019271
1527	ketoconazole	NUI	N0000147470
1527	ketoconazole	UMLSCUI	C0022625
1527	ketoconazole	MMSL_CODE	GNd00103
1528	ketoprofen	RxCUI	6142
1528	ketoprofen	VUID	4018064
1528	ketoprofen	NUI	N0000146405
1528	ketoprofen	UMLSCUI	C0022635
1528	ketoprofen	MMSL_CODE	GNd00028
1529	ketorolac	RxCUI	35827
1529	ketorolac	VUID	4028637
1529	ketorolac	NUI	N0000178380
1529	ketorolac	UMLSCUI	C0073631
1529	ketorolac	MMSL_CODE	GNd00273
1530	ketotifen	RxCUI	6146
1530	ketotifen	VUID	4021170
1530	ketotifen	NUI	N0000148619
1530	ketotifen	UMLSCUI	C0022642
1531	labetalol	RxCUI	6185
1531	labetalol	VUID	4019797
1531	labetalol	NUI	N0000147886
1531	labetalol	UMLSCUI	C0022860
1531	labetalol	MMSL_CODE	GNd00016
1532	lacidipine	RxCUI	28382
1532	lacidipine	VUID	4025250
1532	lacidipine	NUI	N0000179165
1532	lacidipine	UMLSCUI	C0064568
1533	lactic acid	RxCUI	28393
1533	lactic acid	VUID	4018704
1533	lactic acid	NUI	N0000147012
1533	lactic acid	UMLSCUI	C0064582
1533	lactic acid	MMSL_CODE	IN4953
1534	lactitol	RxCUI	28395
1534	lactitol	UMLSCUI	C0064585
1535	lactose	RxCUI	1307662
1535	lactose	VUID	4018071
1535	lactose	NUI	N0000023146
1535	lactose	UMLSCUI	C1572745
1536	lactulose	RxCUI	6218
1536	lactulose	VUID	4018617
1536	lactulose	NUI	N0000146930
1536	lactulose	UMLSCUI	C0022957
1536	lactulose	MMSL_CODE	GNd01024
1539	lamivudine	RxCUI	68244
1539	lamivudine	VUID	4020938
1539	lamivudine	NUI	N0000148418
1539	lamivudine	UMLSCUI	C0209738
1539	lamivudine	MMSL_CODE	GNd03858
1540	lamotrigine	RxCUI	196502
1540	lamotrigine	UMLSCUI	C0678180
1540	lamotrigine	MMSL_CODE	BN1506
1543	lanatoside C	RxCUI	27929
1543	lanatoside C	UMLSCUI	C0063986
1546	lanreotide	RxCUI	68092
1546	lanreotide	VUID	4026631
1546	lanreotide	NUI	N0000179366
1546	lanreotide	UMLSCUI	C0209211
1546	lanreotide	MMSL_CODE	GNd04961
1547	lansoprazole	RxCUI	83156
1547	lansoprazole	UMLSCUI	C0286036
1547	lansoprazole	MMSL_CODE	BN330
1548	lapatinib	RxCUI	480167
1548	lapatinib	VUID	4026029
1548	lapatinib	NUI	N0000179782
1548	lapatinib	UMLSCUI	C1506770
1548	lapatinib	MMSL_CODE	GNd06672
1549	arginine hydrochloride	VUID	4018668
1549	arginine hydrochloride	NUI	N0000146979
