DRUG_ID	DRUG_NAME	INDICATION_FDB	UMLS_CUI	SNOMEDCT_CUI	DOID
2350	rabeprazole	Duodenal Ulcer due to H. Pylori			
2350	rabeprazole	Multiple Endocrine Neoplasia	C0027662	60549007	
2332	pyrimethamine	Chloroquine Resistant Plasmodium Falciparum Malaria			
2456	sofalcone	Psoriasis	C0033860	9014002	DOID:8893
2456	sofalcone	Organ Transplant Rejection	C0345468	213148006	
2456	sofalcone	Lichen Simplex Chronicus	C0149922	53891004	
2416	salicylic acid	Osteoarthritis	C0029408	396275006	DOID:381
2419	salmeterol	Bronchospasm Prevention with COPD			
2529	sulfafurazole	Chlamydia Cervicitis			
2514	sulfamethoxazole	Pneumocystis Carinii Pneumonia Prevention			
936	calcium dobesilate	Contact Dermatitis	C0011616	40275004	DOID:2773
920	diphenylpyraline	Anaphylaxis Adjunct			
1019	entecavir	Chronic Type B Viral Hepatitis	C0524909	61977001	
1051	erythromycin ethyl succinate	Infectious Disease of Abdomen	C1112209	128070006	
1046	ertapenem	Haemophilus Influenzae Pneumonia	C0276026	70036007	
1046	ertapenem	Complicated Peritonitis due to Clostridium	C0275550	31860008	
1046	ertapenem	Complicated Skin and Skin Structure Peptostreptococcus Infection			
4213	hydrocortisone acetate	Rheumatoid Arthritis	C0003873	69896004	DOID:7148
659	ciprofloxacin	E. Coli Septicemia	C0276088	9323009	
645	cimetidine	Maintenance of Healing Duodenal Ulcer			
632	cyclacillin	Pharyngitis	C0031350	405737000	DOID:2275
640	cilastatin	Peritonitis	C0031154	48661000	
678	clindamycin	Pneumococcal Pneumonia	C0155862	233607000	
669	clavulanic acid	Klebsiella Urinary Tract Infection	C0520775	60867007	
669	clavulanic acid	Bacterial Septicemia	C0684256	10001005	
668	clarithromycin	Acute Exacerbation of Obstructive Chronic Bronchitis by M. Catarrhalis	C0339933	233598009	
668	clarithromycin	Acute Exacerbation of Obstructive Chronic Bronchitis by Streptococcus Pneumoniae	C0339933	233598009	
692	clofazimine	Dapsone Resistant Leprosy	C1563054	416597004	
725	codeine	Nasal Congestion	C0027424	68235000	
720	cloxacillin	Continuation Therapy for Chronic Osteomyelitis			
719	clotrimazole	Vulvovaginal Candidiasis	C0700345	72605008	DOID:2272
734	cortisone	Skin Rash	C0015230	271807003	
2468	spectinomycin	Disseminated Gonococcal Infection			
2620	theophylline	Status Asthmaticus	C0038218	57546000	DOID:9362
2725	triamcinolone	Erythema Multiforme	C0014742	36715001	
1124	exifone	Nephrotic Syndrome	C0027726	52254009	DOID:1184
1098	etidronic acid	Paget's Disease of Bone	C0029401	2089002	DOID:5408
1124	exifone	Systemic Dermatomyositis			
1110	etonogestrel	Pregnancy Contraception			
1128	famciclovir	Suppression of Recurrent Herpes Simplex Infection			
1076	ethanol	Mouth Irritation			
1076	ethanol	Impacted Cerumen	C0021092	18070006	
1236	fondaparinux	Knee Replacement Deep Vein Thrombosis Prevention	C2585945	439993001	
4219	sodium phosphate	Urinary Tract Infections	C0042029	68566005	
4201	calcium chloride	Hypokalemia	C0020621	43339004	
4253	macrogol	Bowel Evacuation	C0426639	249515001	
4247	neomycin	Mastoidectomy Cavity Infections			
4247	neomycin	Urinary Tract Infections	C0042029	68566005	
4452	clobetasol	Seborrheic Dermatitis	C0036508	50563003	DOID:8741
4389	choline salicylate	Bursitis	C0006444	84017003	DOID:2965
734	cortisone	Allergic Conjunctivitis	C0009766	473460002	DOID:11204
758	cyclophosphamide	Breast Carcinoma	C3163805	447782002	
749	cyclizine	Seasonal Allergic Rhinitis	C0018621	367498001	
758	cyclophosphamide	Legionnaires' Disease			
758	cyclophosphamide	Preoperative Bowel Preparation			
802	demeclocycline	Acute Lower Genitourinary Gonorrhea	C0018081	15628003	DOID:7551
824	dexamethasone	Bronchial Asthma	C0004096	195967001	DOID:2841
2715	tranylcypromine	Major Depressive Disorder	C1269683	370143000	
2656	ticarcillin	Salpingitis	C0036130	88157006	DOID:5733
2656	ticarcillin	Skin and Skin Structure Providencia Infection			
2656	ticarcillin	Staphylococcus Aureus Joint Infection			
2677	tiotropium bromide	Chronic Bronchitis	C0008677	63480004	DOID:6132
2727	triamcinolone diacetate	Acquired Thrombocytopenia	C0154301	74576004	DOID:11126
2728	triamterene	Hypertension	C0020538	38341003	DOID:10763
2743	trifluridine	Herpes Simplex Keratoconjunctivitis	C0276228	72321008	
2726	triamcinolone acetonide	Non-Hodgkin's Lymphoma	C0024305	118601006	
2726	triamcinolone acetonide	Inflammatory Bowel Disease	C0021390	24526004	
2726	triamcinolone acetonide	Giant Cell Arteritis	C0039483	414341000	DOID:13375
1261	fusidic acid	Staphylococcus Aureus Osteomyelitis	C1997728	428783003	
1184	floxuridine	Malignant Neoplasm of Liver	C0345904	93870000	DOID:3571
1204	fluocinolone acetonide	Otitis Externa Eczema			
1286	gemifloxacin	Mycoplasmal Pneumonia	C0032302	46970008	
1280	gatifloxacin	Bacterial Urinary Tract Infection	C0729524	312124009	
4456	hydrocortisone succinate	Aspiration Pneumonitis	C1761609	155597006	
4441	calcium phosphate	Pregnancy	C0032961	289908002	
4459	procaine benzylpenicillin	Tertiary Syphilis	C0153188	72083004	DOID:8200
4459	procaine benzylpenicillin	Pharyngitis	C0031350	405737000	DOID:2275
4485	diflorasone	Granuloma Annulare	C0085074	65508009	DOID:3777
4348	calcium gluconate	Post-Menopausal Osteoporosis Prevention	C0029458	102447009	
4348	calcium gluconate	Cardiac Arrest	C0018790	410429000	
842	dextromethorphan	Mouth Irritation			
865	diclofenac	Rheumatoid Arthritis in Patient at High Ulcer Risk			
916	diphenhydramine	Nausea	C0027497	422587007	
913	dinoprostone	Cervical Ripening Procedure	C0404328	236959001	
870	dienestrol	Dyspareunia due to Menopause-associated Vulvovaginal Atrophy	C1384606	71315007	
867	dicoumarol	Prevention of Cerebral Thrombosis			
2807	vancomycin	Enterococcus Endocarditis	C0014121	301183007	
2825	vincristine	Rhabdomyosarcoma	C0035412	302847003	DOID:3247
2825	vincristine	Wilms' Tumor	C0027708	302849000	DOID:2154
2777	trovafloxacin	Peptostreptococcus Postpartum Infection			
2805	valrubicin	Malignant Tumor of Urinary Bladder	C0005684	399326009	DOID:11054
3088	tosylchloramide sodium	Diagnostic Test for Pheochromocytoma			
1358	heparin	Prevention of Recurrent Venous Thrombosis Associated with Malignancy			
1380	methylhomatropine	Cough	C0010200	49727002	
1386	hydrocodone	Rhinorrhea	C1260880	64531003	
1400	hydroxyzine	Allergic Conjunctivitis	C0009766	473460002	DOID:11204
1388	hydrocortisone	Rheumatic Carditis	C0035439	23685000	
1388	hydrocortisone	Laryngeal Edema	C0023052	51599000	
1388	hydrocortisone	Nephrotic Syndrome	C0027726	52254009	DOID:1184
1388	hydrocortisone	Recurrent Herpes Simplex Labialis	C1274321	402892009	
1440	indomethacin	Bursitis	C0006444	84017003	DOID:2965
4627	sincalide	Diagnostic Test for Pancreas Function			
4519	potassium citrate	Hypokalemia	C0020621	43339004	
52	acetaminophen	Muscle Spasm with Pain			
66	acetylcysteine	General Anesthesia Adjunct	C0002915	50697003	
74	acetylsalicylic acid	Unstable Angina Pectoris	C0948089	394659003	
157	amikacin	Pseudomonas Aeruginosa Peritonitis			
936	calcium dobesilate	Adrenogenital Disorder	C0701163	267395000	
936	calcium dobesilate	Exfoliative Dermatitis	C0011606	399992009	
936	calcium dobesilate	Acquired Thrombocytopenia	C0154301	74576004	DOID:11126
936	calcium dobesilate	Ankylosing Spondylitis	C0038013	9631008	DOID:7147
934	levomenthol	Pruritus of Skin	C0033774	418363000	
1024	ephedrine	Headache Disorder	C0393735	230461009	
3135	desonide	Crohn's Disease	C0010346	34000006	
3002	adefovir	Chronic Type B Viral Hepatitis	C0524909	61977001	
3135	desonide	Otitis Externa	C0029878	3135009	DOID:9463
3150	dimercaprol	Arsenic Toxicity	C0311375	81844008	
3150	dimercaprol	Lead Toxicity			
2843	phytomenadione	Prevention of Neonatal Hemorrhagic Disease			
4112	dronedarone	Prevention of Recurrent Atrial Fibrillation	C0004238	49436004	
4113	prasugrel	Myocardial Reinfarction Prevention			
3667	amanozine	Vitamin B12 Deficiency	C0042847	190634004	
1452	iodamide	Cholangiogram	C0008307	28367004	
1481	irbesartan	Hypertension	C0020538	38341003	DOID:10763
1482	irinotecan	Metastasis from malignant tumor of colon	C1282500	314998002	
1407	ibuprofen	Flu-Like Symptoms	C0392171	315642008	
1572	levonorgestrel	Postcoital Contraception	C0419527	268463003	
4166	ulipristal	Postcoital Contraception	C0419527	268463003	
197	amphotericin B	Fungal Infection of Lung	C0151874	63741006	
197	amphotericin B	Fungal Meningitis	C0085438	24321005	DOID:11608
197	amphotericin B	Acute Gonococcal Cervicitis	C0153195	20943002	DOID:10615
197	amphotericin B	Rectal Gonorrhea	C0275665	42746002	
257	atorvastatin	Prevention of Cerebrovascular Accident			
242	aripiprazole	Depression Treatment Adjunct			
255	atenolol	Myocardial Infarction	C0027051	22298006	DOID:5844
249	astemizole	Allergic Conjunctivitis	C0009766	473460002	DOID:11204
1040	eptifibatide	Thrombosis Prevention after Percutaneous Coronary Intervention	C1532338	415070008	
1054	esmolol	Ventricular Rate Control in Atrial Fibrillation			
1046	ertapenem	Post-Op Gynecologic Infection due to Bacteroides			
1129	famotidine	Reflux Esophagitis	C0014869	57643001	DOID:13976
4219	sodium phosphate	Non-Hodgkin's Lymphoma	C0024305	118601006	
4219	sodium phosphate	Skin Rash	C0015230	271807003	
4240	zinc oxide	Skin Irritation	C0152030	367466007	
4219	sodium phosphate	Rheumatic Carditis	C0035439	23685000	
1709	meropenem	Streptococcal Peritonitis			
1612	lovastatin	Hyperlipidemia	C0020473	55822004	DOID:1168
1611	loteprednol etabonate	Herpes Zoster Keratoconjunctivitis	C0153027	42448002	
1594	lomefloxacin	Complicated E. Coli UTI	C0577708	301011002	
1768	methylprednisolone	Rheumatic Carditis	C0035439	23685000	
2684	tobramycin	Klebsiella Pneumonia	C0343402	186435004	
2684	tobramycin	Pseudomonas Aeruginosa Pneumonia	C0155860	41381004	
2699	tolmetin	Osteoarthritis	C0029408	396275006	DOID:381
2738	trientine	Wilson's Disease	C0019202	88518009	DOID:893
2726	triamcinolone acetonide	Granuloma Annulare	C0085074	65508009	DOID:3777
2726	triamcinolone acetonide	Uveitis	C0042164	128473001	DOID:13141
2770	trolnitrate	Allergic Rhinitis	C2607914	61582004	
1080	ethenzamide	Bacterial Conjunctivitis	C0009768	128350005	DOID:9700
1077	ethaverine	Cerebral Ischemia	C0917798	287731003	
1261	fusidic acid	Providencia Complicated UTI			
1261	fusidic acid	Superficial Ocular Infection			
1210	fluoxymesterone	LHRH Deficiency			
1210	fluoxymesterone	Primary Hypogonadism due to Orchitis			
4198	sodium chloride	Hypovolemia	C0546884	28560003	
4201	calcium chloride	Hypocalcemia Prevention	C0020598	5291005	
4246	Polymyxin B	Uveitis	C0042164	128473001	DOID:13141
4425	colistin	E. Coli Infections	C0014836	71057007	
4350	ammonium chloride	Cough	C0010200	49727002	
4456	hydrocortisone succinate	Idiopathic Thrombocytopenic Purpura	C0043117	32273002	DOID:8924
4456	hydrocortisone succinate	Rheumatoid Arthritis	C0003873	69896004	DOID:7148
1790	metronidazole	Bacteroides Empyema			
1790	metronidazole	Anaerobic Infections			
1832	mometasone	Cutaneous T-Cell Lymphoma	C0079773	400122007	
1906	nicotinamide	Acne Vulgaris	C0001144	88616000	
2838	ergocalciferol	Post-Menopausal Osteoporosis Prevention	C0029458	102447009	
2838	ergocalciferol	Prevention of Vitamin D Deficiency	C0042870	34713006	
3135	desonide	Granuloma Annulare	C0085074	65508009	DOID:3777
3064	capsaicin	Postherpetic Neuralgia	C0032768	2177002	
1277	ganciclovir	Prevention of CMV Disease After Organ Transplant			
1280	gatifloxacin	Acute Streptococcus Pneumoniae Bacterial Sinusitis	C0275556	75498004	
1402	hyoscyamine	Muscarine Toxicity			
4459	procaine benzylpenicillin	Pharyngitis due to Streptococcus Pyogenes	C0554628	302809008	
4392	cisplatin	Pneumococcal Pharyngitis	C0275761	76651006	
4392	cisplatin	Neonatal Pneumonia	C0339968	233619008	
4392	cisplatin	Chlamydia Trachomatis Urethritis	C1278807	179101003	
4302	glycopyrronium bromide	Peptic Ulcer	C0030920	13200003	DOID:750
4283	tapentadol	Pain	C0030193	22253000	
4647	fluorometholone acetate	Post-Op Ocular Inflammation			
1981	ofloxacin	Complicated Proteus Peritonitis	C0275550	31860008	
1981	ofloxacin	Citrobacter Urinary Tract Infection			
1981	ofloxacin	Citrobacter Complicated UTI			
1981	ofloxacin	Post-Exposure Anthrax Prevention			
1967	norfloxacin	Enterobacter Pneumonia			
1967	norfloxacin	Haemophilus Parainfluenzae Chronic Bronchitis			
1967	norfloxacin	Pneumococcal Pneumonia	C0155862	233607000	
1967	norfloxacin	Haemophilus Parainfluenzae Bronchitis			
1981	ofloxacin	Klebsiella Complicated UTI			
1967	norfloxacin	Complicated Skin and Skin Structure Pseudomonas Aeruginosa Infection			
1922	nifedipine	Prinzmetal Angina	C0002963	87343002	
3017	benzalkonium	Skin Irritation	C0152030	367466007	
3909	clindamycin phosphate	Infectious Disorder of Joint	C0157749	363162000	DOID:381
3613	Vitamin E	Mineral Deficiency	C0687148	111379007	
4119	romidepsin	Peripheral T-cell Lymphoma	C0079774	109977009	
1388	hydrocortisone	Corneal Abrasion	C0010032	85848002	
1388	hydrocortisone	Crohn's Disease	C0010346	34000006	
1510	isoxsuprine	Vascular Disease	C0042373	27550009	DOID:178
1407	ibuprofen	Severe Pain	C0278140	76948002	
1569	levofloxacin	Complicated Skin and Skin Structure Proteus Infection			
4548	flumetasone	Seborrheic Dermatitis	C0036508	50563003	DOID:8741
4548	flumetasone	Plaque Psoriasis	C0406317	200965009	
52	acetaminophen	Tension-Type Headache	C0033893	398057008	
105	salbutamol	Bronchospastic Pulmonary Disease	C0006266	4386001	
102	alatrofloxacin	Bronchitis with Bacterial Exacerbations			
2132	pheniramine	Atopic Rhinitis	C2607914	61582004	
2132	pheniramine	Dermatographic Urticaria	C0343065	7632005	DOID:743
2123	phenelzine	Depression	C0011581	35489007	DOID:2848
2132	pheniramine	Ocular Redness			
2083	phenoxymethylpenicillin	Pharyngitis	C0031350	405737000	DOID:2275
2082	benzylpenicillin	Botulism	C0006057	398565003	DOID:11976
3487	pramocaine	Pruritus of Skin	C0033774	418363000	
4213	hydrocortisone acetate	Pruritus Ani	C0033775	90446007	
4219	sodium phosphate	Psoriatic Arthritis	C0003872	33339001	DOID:9008
4213	hydrocortisone acetate	Idiopathic Thrombocytopenic Purpura	C0043117	32273002	DOID:8924
4198	sodium chloride	Electrolyte Depletion Treatment			
1550	aspartic acid	Hypokalemia Prevention			
1533	lactic acid	Labor Pain	C0474368	247412007	
1710	mesalazine	Ulcerative Proctitis	C2937222	52231000	
1689	mepenzolate	Gastric Ulcer	C0038358	397825006	DOID:10808
1647	mechlorethamine	Non-Hodgkin's Lymphoma	C0024305	118601006	
192	amoxicillin	Genitourinary Tract Infection due to Proteus			
198	ampicillin	Bacterial Pneumonia	C0004626	53084003	DOID:874
289	barbital	Vascular Headache	C0042376	128187005	
281	bacitracin	Bacterial Keratitis	C0854211	314557000	
2076	pempidine	Dermatographic Urticaria	C0343065	7632005	DOID:743
2134	phenobarbital	Simple-Partial Epilepsy	C0234974	117891000119100	
2146	phenylephrine	Fever	C0015967	386661006	
2140	phentermine	Hypotension Secondary to Spinal Anesthesia			
2139	phensuximide	Epilepsy	C0014544	84757009	DOID:1826
2149	phenylpropanolamine	Atopic Rhinitis	C2607914	61582004	
2187	piperacillin	Enterococcus Complicated UTI			
2148	phenylpropanol	Vasomotor Rhinitis	C0035460	8229003	DOID:4730
2253	prednisone	Loeffler Syndrome	C0242459	64936001	DOID:9503
2253	prednisone	Pemphigus	C0030807	65172003	DOID:9182
2247	prednisolone acetate	Bacterial Conjunctivitis	C0009768	128350005	DOID:9700
2245	prednisolone	Synovitis	C0039103	416209007	DOID:2703
4198	sodium chloride	Primary Hypogonadism due to Bilateral Torsion			
4274	selenium sulfide	Seborrheic Dermatitis	C0036508	50563003	DOID:8741
4425	colistin	Pseudomonas Aeruginosa Infections			
4446	iodine	CD20 Positive Non-Hodgkin's Lymphoma			
1594	lomefloxacin	Complicated UTI with Pseudomonas Aeruginosa			
1790	metronidazole	Skin and Skin Structure Peptococcus Infection			
1800	miconazole	Tinea Pedis	C0040259	6020002	DOID:12403
1832	mometasone	Lichen Simplex Chronicus	C0149922	53891004	
1845	morphine	Regional Anesthesia for Labor Pain			
1798	micafungin	Candidemia	C0877445	432261003	
1798	micafungin	Disseminated Candidiasis	C0153252	70572005	
1783	metolazone	Peripheral Edema due to Chronic Heart Failure			
1783	metolazone	Pulmonary Edema due to Chronic Heart Failure			
1883	naproxen	Rheumatoid Arthritis in Patient at High Ulcer Risk			
279	aztreonam	Skin and Skin Structure Pseudomonas Aeruginosa Infection			
280	bacampicillin	Skin and Skin Structure Infection	C0178299	19824006	
276	azithromycin	Pneumonia due to Staphylococcus Aureus	C2349530	441658007	
333	benzatropine	Arteriosclerotic Parkinsonism			
323	benzocaine	Cough	C0010200	49727002	
375	bisacodyl	Bowel Evacuation	C0426639	249515001	
384	bitolterol	Bronchospasm Prevention			
348	betamethasone	Inflammatory Bowel Disease	C0021390	24526004	
349	betamethasone acetate	Loeffler Syndrome	C0242459	64936001	DOID:9503
401	bromfenac	Post-Op Ocular Inflammation			
2241	praziquantel	Schistosomiasis due to S. Mansoni			
2286	promethazine	Anaphylaxis Adjunct			
2267	primidone	Bipolar Disorder in Remission	C0270425	85248005	
2326	pseudoephedrine	Eustachian Tube Congestion			
2331	mepyramine	Pain	C0030193	22253000	
2403	ropivacaine	Administration of Local Anesthesia	C0002921	386761002	
4392	cisplatin	Diphtheria	C0012546	397428000	
4392	cisplatin	Syphilis	C0039128	76272004	
4392	cisplatin	Pharyngitis due to Streptococcus Pyogenes	C0554628	302809008	
4287	calcium acetate	Hypocalcemia Prevention	C0020598	5291005	
4519	potassium citrate	Calcium Renal Calculi Prevention	C1959799	427649000	
4625	ammonia	Dandruff	C0423775	200767005	
1885	natamycin	Fungal Blepharitis			
1886	nateglinide	Type 2 Diabetes Mellitus	C0011860	44054006	DOID:9352
1887	nebivolol	Hypertension	C0020538	38341003	DOID:10763
1981	ofloxacin	Typhoid Fever	C0041466	4834000	DOID:13258
1981	ofloxacin	Skin and Skin Structure Proteus Infection			
1981	ofloxacin	Proteus Pneumonia	C1260917	195888009	
1981	ofloxacin	Streptococcus Pneumoniae Chronic Bronchitis			
1967	norfloxacin	Staphylococcus Aureus Bronchitis			
1967	norfloxacin	Skin and Skin Structure Streptoccous Pyogenes Infection	C0554628	302809008	
1967	norfloxacin	Moraxella Catarrhalis Bronchitis	C0339932	195722003	
1967	norfloxacin	Complicated Peptostreptococcus Peritonitis	C0275550	31860008	
1967	norfloxacin	Streptococcal Septic Abortion			
1967	norfloxacin	Pelvic Cellulitis	C0349734	280486004	
1962	norethisterone	Atrophic Vaginitis associated with Menopause			
539	cefmetazole	Pneumonia	C0032285	233604007	DOID:552
535	cefepime	Streptococcal Pneumonia	C0155862	34020007	
542	cefonicid	Skin and Skin Structure Streptococcus Agalactiae Infection			
525	cefaclor	Haemophilus Influenzae Pneumonia	C0276026	70036007	
2397	rofecoxib	Juvenile Rheumatoid Arthritis	C3495559	410795001	
2358	ranitidine	Duodenal Ulcer	C0013295	51868009	DOID:1724
2358	ranitidine	Zollinger-Ellison Syndrome	C0043515	53132006	
2456	sofalcone	Erythema Multiforme	C0014742	36715001	
2456	sofalcone	Laryngeal Edema	C0023052	51599000	
2456	sofalcone	Superficial Ocular Infection			
2419	salmeterol	Exercise-Induced Bronchospasm Prevention			
2514	sulfamethoxazole	Haemophilus Influenzae Chronic Bronchitis			
2534	sulindac	Ankylosing Spondylitis	C0038013	9631008	DOID:7147
2553	tadalafil	Pulmonary Hypertension	C0020542	70995007	DOID:6432
24	buphenyl	Carbamyl Phosphate Synthetase Deficiency			
74	acetylsalicylic acid	Fever	C0015967	386661006	
103	albendazole	Echinococcus Granulosus Infection of the Liver	C0153289	20790006	
157	amikacin	Bacterial Urinary Tract Infection	C0729524	312124009	
157	amikacin	Proteus Septicemia	C0577690	300986008	
2006	oxacillin	Staphylococcal Pneumonia	C0032308	22754005	
2083	phenoxymethylpenicillin	Pneumococcal Acute Otitis Media			
559	ceftazidime	Complicated E. Coli UTI	C0577708	301011002	
556	cefprozil	Upper Respiratory Infection	C0041912	54150009	DOID:10459
550	cefoxitin	Staphylococcal Pneumonia	C0032308	22754005	
564	ceftriaxone	E. Coli Peritonitis			
564	ceftriaxone	Acute Gonococcal Cervicitis	C0153195	20943002	DOID:10615
562	ceftibuten	Tonsillitis	C0040425	90176007	DOID:10456
563	ceftizoxime	Skin and Skin Structure Klebsiella Infection	C0035468	72409005	DOID:11336
564	ceftriaxone	Gonococcal Endocarditis	C0153227	61048000	
564	ceftriaxone	Skin and Skin Structure Infection	C0178299	19824006	
564	ceftriaxone	Haemophilus Septic Arthritis			
563	ceftizoxime	Streptococcal Septicemia	C0152964	29577008	
576	cefradine	Haemophilus Influenzae Acute Otitis Media			
576	cefradine	Upper Respiratory Infection	C0041912	54150009	DOID:10459
576	cefradine	Skin and Skin Structure Infection	C0178299	19824006	
565	cefuroxime	Moraxella Catarrhalis Acute Otitis Media			
2492	sulbactam	Skin and Skin Structure Infection	C0178299	19824006	
2466	sparfloxacin	Mycoplasmal Pneumonia	C0032302	46970008	
2611	tetracycline	Sexually Transmitted Epididymo-Orchitis			
2592	tenofovir	Chronic Type B Viral Hepatitis	C0524909	61977001	
2610	tetracaine	Local Anesthesia for Ophthalmologic Procedure			
2600	terfenadine	Chronic Idiopathic Urticaria	C0578870	302162004	
2725	triamcinolone	Systemic Lupus Erythematosus	C0024141	55464009	DOID:9074
2725	triamcinolone	Lichen Simplex Chronicus	C0149922	53891004	
198	ampicillin	Haemophilus Influenzae Acute Otitis Media			
281	bacitracin	Minor Bacterial Skin Infections			
3620	tramazoline	Sneezing	C0037383	76067001	
3356	methyltestosterone	LHRH Deficiency			
1529	ketorolac	Post-Op Ocular Inflammation			
1710	mesalazine	Ulcerative Colitis	C0009324	64766004	DOID:8577
1709	meropenem	Meningococcal Meningitis	C0025294	192644005	
1610	losartan	Diabetic Nephropathy	C0011881	127013003	
1768	methylprednisolone	Juvenile Rheumatoid Arthritis	C3495559	410795001	
2424	scopolamine	Rhinorrhea	C1260880	64531003	
2497	sulfacetamide	Gardnerella Vaginalis Bacterial Vaginosis			
2500	sulfadiazine	Rheumatic Fever Prevention			
2521	sulfanilamide	Vulvovaginitis	C0042998	53277000	DOID:2273
2611	tetracycline	Lymphogranuloma Venereum	C0024286	186946009	DOID:13819
2611	tetracycline	Relapsing Fever	C0035021	420079008	DOID:13034
1048	erythromycin	Ophthalmia Neonatorum	C0029076	34298002	DOID:9699
1046	ertapenem	Postpartum Endomyometritis due to Bacteroides			
4149	doripenem	Pyelonephritis	C0034186	45816000	DOID:11400
4265	gentamicin	Serratia Septicemia	C0152973	82091000	
4257	bismuth subsalicylate	Duodenal Ulcer due to H. Pylori			
4250	algeldrate	Gastric Ulcer	C0038358	397825006	DOID:10808
4253	macrogol	Dry Eye	C0314719	1249004	
4246	Polymyxin B	Bacterial Keratoconjunctivitis			
1768	methylprednisolone	Pruritus Ani	C0033775	90446007	
1738	methapyrilene	Dermatographic Urticaria	C0343065	7632005	DOID:743
1790	metronidazole	Inflammatory Disease of Female Pelvic Organs			
1813	minocycline	Ureaplasma Urealyticum Infections			
2725	triamcinolone	Hodgkin's Lymphoma	C0019829	118599009	DOID:8567
2725	triamcinolone	Seborrheic Dermatitis	C0036508	50563003	DOID:8741
2705	tolterodine	Increased Urinary Frequency			
2684	tobramycin	Klebsiella Pneumoniae Peritonitis			
2621	thiabendazole	Uncinariasis	C0041648	414490001	
2656	ticarcillin	Klebsiella Urinary Tract Infection	C0520775	60867007	
2638	thiotepa	Pleural Malignant Effusions			
2727	triamcinolone diacetate	Loeffler Syndrome	C0242459	64936001	DOID:9503
2727	triamcinolone diacetate	Alopecia Areata	C0002171	68225006	DOID:986
2749	alimemazine	General Anesthesia Adjunct	C0002915	50697003	
1076	ethanol	Ocular Redness			
1261	fusidic acid	Tularemia	C0041351	19265001	
1261	fusidic acid	Bone Infections	C2242472	111253001	
1225	fluticasone propionate	Genital Organ Pruritus	C0033777	267802000	
1233	fomepizole	Methanol Poisoning	C0261439	216640006	
4456	hydrocortisone succinate	Skin Rash	C0015230	271807003	
4456	hydrocortisone succinate	Thyroiditis	C0040147	82119001	DOID:7166
4477	sodium citrate	Peptic Ulcer	C0030920	13200003	DOID:750
4459	procaine benzylpenicillin	Diphtheria Carrier State			
4347	benzathine benzylpenicillin	Pharyngitis due to Streptococcus Pyogenes	C0554628	302809008	
4288	magnesium carbonate	Gastroesophageal Reflux	C0017168	235595009	DOID:8534
4293	magnesium oxide	Hypocalcemia Prevention	C0020598	5291005	
4548	flumetasone	Discoid Lupus Erythematosus	C0024138	200938002	
1854	moxifloxacin	Acute Streptococcus Pneumoniae Bacterial Sinusitis	C0275556	75498004	
1981	ofloxacin	E. Coli Urinary Tract Infection	C0577708	301011002	
1967	norfloxacin	Klebsiella Pneumonia	C0343402	186435004	
1967	norfloxacin	Complicated Proteus Peritonitis	C0275550	31860008	
1967	norfloxacin	Abortion with Sepsis	C0269398	67465009	
1967	norfloxacin	Chronic Escherichia coli Prostatitis			
1967	norfloxacin	Presumed Infection in Febrile Neutropenic Patient			
1981	ofloxacin	Proteus Mirabilis Otitis Externa	C0021355	86981007	DOID:9463
1962	norethisterone	Pregnancy Contraception			
2727	triamcinolone diacetate	Miliary Tuberculosis	C0041321	47604008	DOID:9861
2826	vindesine	Acute Streptococcal Pyogenes Bacterial Sinusitis	C0275556	75498004	
2807	vancomycin	Neonatal Pneumonia	C0339968	233619008	
2777	trovafloxacin	Legionella Pneumophila Pneumonia			
3097	choline	Bursitis	C0006444	84017003	DOID:2965
1239	formoterol	Adjunct Therapy to Achieve Long-term Asthma Control			
1164	fentanyl	Chronic Pain with Opioid Tolerance			
1175	flavoxate	Nocturia	C0028734	139394000	
1201	flunisolide	Allergic Rhinitis Prevention			
1277	ganciclovir	Myocardial Perfusion Imaging Adjunct			
4631	nitroprusside	Severe Uncontrolled Hypertension	C0745138	443482000	
66	acetylcysteine	Acetaminophen Toxicity	C0237963	70273001	
74	acetylsalicylic acid	Muscle Spasm	C0037763	45352006	
85	aciclovir	Suppression of Recurrent Herpes Simplex Infection			
105	salbutamol	Acute Asthma Attack	C0347950	266364000	
102	alatrofloxacin	Female Genital Tract Infection	C1263758	125585007	
1992	ondansetron	Chemotherapy-induced nausea and vomiting	C0401160	236084000	
2006	oxacillin	Severe Staphylococcus Infections	C0038160	56038003	
2006	oxacillin	Bone Infections	C2242472	111253001	
2097	pentosan polysulfate	Bladder Pain	C0232849	15803009	
2083	phenoxymethylpenicillin	Staphylococcus Aureus Skin and Skin Structure Infection	C1318973	406602003	
2082	benzylpenicillin	Neonatal Group B Streptococcal Septicemia			
2076	pempidine	Rhinorrhea	C1260880	64531003	
3094	chloroxylenol	Otitis Externa	C0029878	3135009	DOID:9463
3185	esaprazole	Prevention of Stress Ulcer			
3152	dimethicone	Burns	C0006434	48333001	
2846	voriconazole	Disseminated Candidiasis	C0153252	70572005	
4123	lubiprostone	Chronic Idiopathic Constipation	C0267509	82934008	
4072	ascorbic acid	Pregnancy	C0032961	289908002	
1385	hydrochlorothiazide	Hypertension	C0020538	38341003	DOID:10763
1388	hydrocortisone	Proctitis	C0033246	3951002	DOID:3127
1513	itraconazole	Fingernail Onychomycosis	C1274469	403058003	
