DRUG_ID	DRUG_NAME	TYPE	CLASS_SOURCE_ID	CLASS	SOURCE
2063	parecoxib	PA	D000893	Anti-Inflammatory Agents	MeSH
2145	phenylbutazone	PA	D000893	Anti-Inflammatory Agents	MeSH
2168	pimecrolimus	PA	D000893	Anti-Inflammatory Agents	MeSH
4224	pirfenidone	PA	D000893	Anti-Inflammatory Agents	MeSH
2210	piroxicam	PA	D000893	Anti-Inflammatory Agents	MeSH
2213	pirprofen	PA	D000893	Anti-Inflammatory Agents	MeSH
2243	prednicarbate	PA	D000893	Anti-Inflammatory Agents	MeSH
2245	prednisolone	PA	D000893	Anti-Inflammatory Agents	MeSH
2247	prednisolone acetate	PA	D000893	Anti-Inflammatory Agents	MeSH
2253	prednisone	PA	D000893	Anti-Inflammatory Agents	MeSH
2280	proglumetacin	PA	D000893	Anti-Inflammatory Agents	MeSH
2290	propacetamol	PA	D000893	Anti-Inflammatory Agents	MeSH
2309	propyphenazone	PA	D000893	Anti-Inflammatory Agents	MeSH
2311	proquazone	PA	D000893	Anti-Inflammatory Agents	MeSH
2397	rofecoxib	PA	D000893	Anti-Inflammatory Agents	MeSH
2415	salicylamide	PA	D000893	Anti-Inflammatory Agents	MeSH
2420	salsalate	PA	D000893	Anti-Inflammatory Agents	MeSH
2432	seratrodast	PA	D000893	Anti-Inflammatory Agents	MeSH
2416	salicylic acid	PA	D000893	Anti-Inflammatory Agents	MeSH
2525	sulfasalazine	PA	D000893	Anti-Inflammatory Agents	MeSH
2534	sulindac	PA	D000893	Anti-Inflammatory Agents	MeSH
3219	exisulind	PA	D000893	Anti-Inflammatory Agents	MeSH
2546	suprofen	PA	D000893	Anti-Inflammatory Agents	MeSH
2547	suxibuzone	PA	D000893	Anti-Inflammatory Agents	MeSH
4728	tenidap	PA	D000893	Anti-Inflammatory Agents	MeSH
2595	tenoxicam	PA	D000893	Anti-Inflammatory Agents	MeSH
2652	tiaprofenic acid	PA	D000893	Anti-Inflammatory Agents	MeSH
2653	tiaramide	PA	D000893	Anti-Inflammatory Agents	MeSH
2672	tinoridine	PA	D000893	Anti-Inflammatory Agents	MeSH
2698	tolfenamic acid	PA	D000893	Anti-Inflammatory Agents	MeSH
2699	tolmetin	PA	D000893	Anti-Inflammatory Agents	MeSH
2714	tranilast	PA	D000893	Anti-Inflammatory Agents	MeSH
2725	triamcinolone	PA	D000893	Anti-Inflammatory Agents	MeSH
2726	triamcinolone acetonide	PA	D000893	Anti-Inflammatory Agents	MeSH
4976	triamcinolone hexacetonide	PA	D000893	Anti-Inflammatory Agents	MeSH
2730	tribenoside	PA	D000893	Anti-Inflammatory Agents	MeSH
2799	valdecoxib	PA	D000893	Anti-Inflammatory Agents	MeSH
2862	zileuton	PA	D000893	Anti-Inflammatory Agents	MeSH
2871	zomepirac	PA	D000893	Anti-Inflammatory Agents	MeSH
43	aceclofenac	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
47	acemetacin	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
87	adapalene	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
107	alclofenac	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
126	alminoprofen	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
178	amiprilose	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
861	phenazone	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
266	azapropazone	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
4829	apremilast	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
74	acetylsalicylic acid	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
3012	azulene	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
4055	baicalin	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
284	balsalazide	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
303	bendazac	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
310	benorilate	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
311	benoxaprofen	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
3024	bevonium	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
3363	mizoribine	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
401	bromfenac	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
414	bucillamine	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
3047	bufexamac	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
426	bumadizone	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
447	butibufen	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
4387	carbasalate calcium	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
518	carprofen	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
568	celecoxib	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
607	chloroquine	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
4662	choline magnesium trisalicylate	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
705	clonixin	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
865	diclofenac	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
919	difenpiramide	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
880	diflunisal	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
4659	metamizole	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
970	droxicam	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
980	ebselen	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
3176	enfenamic acid	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1029	epirizole	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1080	ethenzamide	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1103	etodolac	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
3211	etofenamate	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1113	etoricoxib	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1145	fenbufen	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1147	fenclofenac	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1154	fenoprofen	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1165	fentiazac	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1168	fepradinol	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1169	feprazone	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1178	floctafenine	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1203	flunoxaprofen	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
3239	fluproquazone	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1219	flurbiprofen	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1220	flurbiprofen axetil	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1306	glucametacin	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1333	guacetisal	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1407	ibuprofen	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1411	ibuproxam	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
4186	icatibant	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1439	indobufen	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1440	indomethacin	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1442	indoprofen	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
4974	infliximab	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1509	isoxicam	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1522	kebuzone	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1528	ketoprofen	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1529	ketorolac	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1591	lobenzarit	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1597	lonazolac	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1609	lornoxicam	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1615	loxoprofen	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1618	lumiracoxib	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
4510	magnesium salicylate	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1637	masoprocol	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1650	meclofenamic acid	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1663	mefenamic acid	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1676	meloxicam	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1710	mesalazine	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1828	mofebutazone	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1829	mofezolac	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1863	nabumetone	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1867	nafamostat	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1883	naproxen	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1899	nepafenac	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1924	nifenazone	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1925	niflumic acid	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1935	nimesulide	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1986	olopatadine	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
1988	olsalazine	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2013	oxaprozin	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2036	oxyphenbutazone	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2045	palmidrol	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2063	parecoxib	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2145	phenylbutazone	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2168	pimecrolimus	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
4224	pirfenidone	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2210	piroxicam	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2213	pirprofen	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2280	proglumetacin	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2290	propacetamol	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2309	propyphenazone	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2311	proquazone	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2397	rofecoxib	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2415	salicylamide	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2420	salsalate	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2432	seratrodast	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2416	salicylic acid	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2525	sulfasalazine	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2534	sulindac	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
3219	exisulind	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2546	suprofen	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2547	suxibuzone	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
4728	tenidap	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2595	tenoxicam	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2652	tiaprofenic acid	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2653	tiaramide	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2672	tinoridine	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2698	tolfenamic acid	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2699	tolmetin	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2714	tranilast	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2730	tribenoside	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2799	valdecoxib	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2862	zileuton	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
2871	zomepirac	PA	D000894	Anti-Inflammatory Agents, Non-Steroidal	MeSH
307	benfluorex	PA	D019440	Anti-Obesity Agents	MeSH
874	diethylpropion	PA	D019440	Anti-Obesity Agents	MeSH
3389	cathine	PA	D019440	Anti-Obesity Agents	MeSH
1996	orlistat	PA	D019440	Anti-Obesity Agents	MeSH
2102	perflubron	PA	D019440	Anti-Obesity Agents	MeSH
2133	phenmetrazine	PA	D019440	Anti-Obesity Agents	MeSH
2140	phentermine	PA	D019440	Anti-Obesity Agents	MeSH
2149	phenylpropanolamine	PA	D019440	Anti-Obesity Agents	MeSH
2440	sibutramine	PA	D019440	Anti-Obesity Agents	MeSH
2706	topiramate	PA	D019440	Anti-Obesity Agents	MeSH
34	abacavir	PA	D044966	Anti-Retroviral Agents	MeSH
3002	adefovir	PA	D044966	Anti-Retroviral Agents	MeSH
88	adefovir dipivoxil	PA	D044966	Anti-Retroviral Agents	MeSH
200	amprenavir	PA	D044966	Anti-Retroviral Agents	MeSH
254	atazanavir	PA	D044966	Anti-Retroviral Agents	MeSH
4143	darunavir	PA	D044966	Anti-Retroviral Agents	MeSH
799	delavirdine	PA	D044966	Anti-Retroviral Agents	MeSH
869	didanosine	PA	D044966	Anti-Retroviral Agents	MeSH
4805	dolutegravir	PA	D044966	Anti-Retroviral Agents	MeSH
989	efavirenz	PA	D044966	Anti-Retroviral Agents	MeSH
1010	enfuvirtide	PA	D044966	Anti-Retroviral Agents	MeSH
1115	etravirine	PA	D044966	Anti-Retroviral Agents	MeSH
1240	fosamprenavir	PA	D044966	Anti-Retroviral Agents	MeSH
1241	foscarnet	PA	D044966	Anti-Retroviral Agents	MeSH
1437	indinavir	PA	D044966	Anti-Retroviral Agents	MeSH
1539	lamivudine	PA	D044966	Anti-Retroviral Agents	MeSH
1601	lopinavir	PA	D044966	Anti-Retroviral Agents	MeSH
1635	maraviroc	PA	D044966	Anti-Retroviral Agents	MeSH
1807	miglustat	PA	D044966	Anti-Retroviral Agents	MeSH
1893	nelfinavir	PA	D044966	Anti-Retroviral Agents	MeSH
1904	nevirapine	PA	D044966	Anti-Retroviral Agents	MeSH
4555	fosfonet	PA	D044966	Anti-Retroviral Agents	MeSH
4174	rilpivirine	PA	D044966	Anti-Retroviral Agents	MeSH
2391	ritonavir	PA	D044966	Anti-Retroviral Agents	MeSH
2422	saquinavir	PA	D044966	Anti-Retroviral Agents	MeSH
2478	stavudine	PA	D044966	Anti-Retroviral Agents	MeSH
2592	tenofovir	PA	D044966	Anti-Retroviral Agents	MeSH
2593	tenofovir disoproxil	PA	D044966	Anti-Retroviral Agents	MeSH
3609	tipranavir	PA	D044966	Anti-Retroviral Agents	MeSH
3635	troxacitabine	PA	D044966	Anti-Retroviral Agents	MeSH
2787	ubenimex	PA	D044966	Anti-Retroviral Agents	MeSH
2856	zalcitabine	PA	D044966	Anti-Retroviral Agents	MeSH
2861	zidovudine	PA	D044966	Anti-Retroviral Agents	MeSH
4355	bismuth subcitrate	PA	D000897	Anti-Ulcer Agents	MeSH
493	carbenoxolone	PA	D000897	Anti-Ulcer Agents	MeSH
582	cetraxate	PA	D000897	Anti-Ulcer Agents	MeSH
645	cimetidine	PA	D000897	Anti-Ulcer Agents	MeSH
660	cisapride	PA	D000897	Anti-Ulcer Agents	MeSH
4162	dexlansoprazole	PA	D000897	Anti-Ulcer Agents	MeSH
979	ebrotidine	PA	D000897	Anti-Ulcer Agents	MeSH
980	ebselen	PA	D000897	Anti-Ulcer Agents	MeSH
981	ecabet	PA	D000897	Anti-Ulcer Agents	MeSH
1016	enprostil	PA	D000897	Anti-Ulcer Agents	MeSH
1055	esomeprazole	PA	D000897	Anti-Ulcer Agents	MeSH
1129	famotidine	PA	D000897	Anti-Ulcer Agents	MeSH
1281	gefarnate	PA	D000897	Anti-Ulcer Agents	MeSH
2596	teprenone	PA	D000897	Anti-Ulcer Agents	MeSH
1484	irsogladine	PA	D000897	Anti-Ulcer Agents	MeSH
1537	lafutidine	PA	D000897	Anti-Ulcer Agents	MeSH
1547	lansoprazole	PA	D000897	Anti-Ulcer Agents	MeSH
1817	misoprostol	PA	D000897	Anti-Ulcer Agents	MeSH
1955	nizatidine	PA	D000897	Anti-Ulcer Agents	MeSH
1990	omeprazole	PA	D000897	Anti-Ulcer Agents	MeSH
2054	pantoprazole	PA	D000897	Anti-Ulcer Agents	MeSH
2200	pirenzepine	PA	D000897	Anti-Ulcer Agents	MeSH
2222	plaunotol	PA	D000897	Anti-Ulcer Agents	MeSH
4756	polaprezinc	PA	D000897	Anti-Ulcer Agents	MeSH
2281	proglumide	PA	D000897	Anti-Ulcer Agents	MeSH
2293	propantheline	PA	D000897	Anti-Ulcer Agents	MeSH
2350	rabeprazole	PA	D000897	Anti-Ulcer Agents	MeSH
2358	ranitidine	PA	D000897	Anti-Ulcer Agents	MeSH
4850	ranitidine bismuth citrate	PA	D000897	Anti-Ulcer Agents	MeSH
2360	rebamipide	PA	D000897	Anti-Ulcer Agents	MeSH
3529	rioprostil	PA	D000897	Anti-Ulcer Agents	MeSH
2404	rosaprostol	PA	D000897	Anti-Ulcer Agents	MeSH
2408	roxatidine	PA	D000897	Anti-Ulcer Agents	MeSH
2456	sofalcone	PA	D000897	Anti-Ulcer Agents	MeSH
4106	sucralfate	PA	D000897	Anti-Ulcer Agents	MeSH
4725	sulglicotide	PA	D000897	Anti-Ulcer Agents	MeSH
80	aclarubicin	PA	D000903	Antibiotics, Antineoplastic	MeSH
376	bisantrene	PA	D000903	Antibiotics, Antineoplastic	MeSH
4742	bleomycin	PA	D000903	Antibiotics, Antineoplastic	MeSH
3363	mizoribine	PA	D000903	Antibiotics, Antineoplastic	MeSH
510	carubicin	PA	D000903	Antibiotics, Antineoplastic	MeSH
774	dactinomycin	PA	D000903	Antibiotics, Antineoplastic	MeSH
786	daunorubicin	PA	D000903	Antibiotics, Antineoplastic	MeSH
960	doxorubicin	PA	D000903	Antibiotics, Antineoplastic	MeSH
1030	epirubicin	PA	D000903	Antibiotics, Antineoplastic	MeSH
1347	gusperimus	PA	D000903	Antibiotics, Antineoplastic	MeSH
1414	idarubicin	PA	D000903	Antibiotics, Antineoplastic	MeSH
1819	mitomycin	PA	D000903	Antibiotics, Antineoplastic	MeSH
1860	mycophenolic acid	PA	D000903	Antibiotics, Antineoplastic	MeSH
2965	peplomycin	PA	D000903	Antibiotics, Antineoplastic	MeSH
2223	plicamycin	PA	D000903	Antibiotics, Antineoplastic	MeSH
4119	romidepsin	PA	D000903	Antibiotics, Antineoplastic	MeSH
2446	sirolimus	PA	D000903	Antibiotics, Antineoplastic	MeSH
2483	streptozocin	PA	D000903	Antibiotics, Antineoplastic	MeSH
2787	ubenimex	PA	D000903	Antibiotics, Antineoplastic	MeSH
4108	zinostatin	PA	D000903	Antibiotics, Antineoplastic	MeSH
2874	zorubicin	PA	D000903	Antibiotics, Antineoplastic	MeSH
200	amprenavir	PA	D000904	Antibiotics, Antitubercular	MeSH
3063	capreomycin	PA	D000904	Antibiotics, Antitubercular	MeSH
759	cycloserine	PA	D000904	Antibiotics, Antitubercular	MeSH
3180	enviomycin	PA	D000904	Antibiotics, Antitubercular	MeSH
2376	rifabutin	PA	D000904	Antibiotics, Antitubercular	MeSH
2377	rifampicin	PA	D000904	Antibiotics, Antitubercular	MeSH
2378	rifapentine	PA	D000904	Antibiotics, Antitubercular	MeSH
2830	viomycin	PA	D000904	Antibiotics, Antitubercular	MeSH
361	bexarotene	PA	D016588	Anticarcinogenic Agents	MeSH
981	ecabet	PA	D016588	Anticarcinogenic Agents	MeSH
1484	irsogladine	PA	D016588	Anticarcinogenic Agents	MeSH
4617	lycopene	PA	D016588	Anticarcinogenic Agents	MeSH
1638	maxacalcitol	PA	D016588	Anticarcinogenic Agents	MeSH
2372	retinol acetate	PA	D016588	Anticarcinogenic Agents	MeSH
4197	vitamin A palmitate	PA	D016588	Anticarcinogenic Agents	MeSH
3219	exisulind	PA	D016588	Anticarcinogenic Agents	MeSH
103	albendazole	PA	D000923	Anticestodal Agents	MeSH
104	albendazole sulfoxide	PA	D000923	Anticestodal Agents	MeSH
863	dichlorophen	PA	D000923	Anticestodal Agents	MeSH
1912	niclosamide	PA	D000923	Anticestodal Agents	MeSH
2338	mepacrine	PA	D000923	Anticestodal Agents	MeSH
257	atorvastatin	PA	D000924	Anticholesteremic Agents	MeSH
577	cerivastatin	PA	D000924	Anticholesteremic Agents	MeSH
694	clofibrate	PA	D000924	Anticholesteremic Agents	MeSH
695	clofibric acid	PA	D000924	Anticholesteremic Agents	MeSH
4405	colesevelam	PA	D000924	Anticholesteremic Agents	MeSH
1106	etofibrate	PA	D000924	Anticholesteremic Agents	MeSH
1125	ezetimibe	PA	D000924	Anticholesteremic Agents	MeSH
4505	choline fenofibrate	PA	D000924	Anticholesteremic Agents	MeSH
1229	fluvastatin	PA	D000924	Anticholesteremic Agents	MeSH
1612	lovastatin	PA	D000924	Anticholesteremic Agents	MeSH
1670	meglutol	PA	D000924	Anticholesteremic Agents	MeSH
4747	mipomersen	PA	D000924	Anticholesteremic Agents	MeSH
2214	pitavastatin	PA	D000924	Anticholesteremic Agents	MeSH
2239	pravastatin	PA	D000924	Anticholesteremic Agents	MeSH
2269	probucol	PA	D000924	Anticholesteremic Agents	MeSH
2406	rosuvastatin	PA	D000924	Anticholesteremic Agents	MeSH
2445	simvastatin	PA	D000924	Anticholesteremic Agents	MeSH
4950	abciximab	PA	D000925	Anticoagulants	MeSH
48	acenocoumarol	PA	D000925	Anticoagulants	MeSH
4298	apixaban	PA	D000925	Anticoagulants	MeSH
239	argatroban	PA	D000925	Anticoagulants	MeSH
385	bivalirudin	PA	D000925	Anticoagulants	MeSH
666	citric acid	PA	D000925	Anticoagulants	MeSH
776	dabigatran etexilate	PA	D000925	Anticoagulants	MeSH
2973	dermatan sulfate	PA	D000925	Anticoagulants	MeSH
2990	desirudin	PA	D000925	Anticoagulants	MeSH
867	dicoumarol	PA	D000925	Anticoagulants	MeSH
987	edetic acid	PA	D000925	Anticoagulants	MeSH
4897	edoxaban	PA	D000925	Anticoagulants	MeSH
4879	enoxaparin sodium	PA	D000925	Anticoagulants	MeSH
1091	ethyl biscoumacetate	PA	D000925	Anticoagulants	MeSH
1194	fluindione	PA	D000925	Anticoagulants	MeSH
1236	fondaparinux	PA	D000925	Anticoagulants	MeSH
3257	gabexate	PA	D000925	Anticoagulants	MeSH
1358	heparin	PA	D000925	Anticoagulants	MeSH
1538	lamifiban	PA	D000925	Anticoagulants	MeSH
2995	lepirudin	PA	D000925	Anticoagulants	MeSH
1867	nafamostat	PA	D000925	Anticoagulants	MeSH
2130	phenindione	PA	D000925	Anticoagulants	MeSH
2138	phenprocoumon	PA	D000925	Anticoagulants	MeSH
4612	protocatechualdehyde	PA	D000925	Anticoagulants	MeSH
4182	rivaroxaban	PA	D000925	Anticoagulants	MeSH
2778	troxerutin	PA	D000925	Anticoagulants	MeSH
2847	warfarin	PA	D000925	Anticoagulants	MeSH
2852	ximelagatran	PA	D000925	Anticoagulants	MeSH
56	acetazolamide	PA	D000927	Anticonvulsants	MeSH
2451	sitosterol	PA	D000927	Anticonvulsants	MeSH
489	carbamazepine	PA	D000927	Anticonvulsants	MeSH
800	delorazepam	PA	D000927	Anticonvulsants	MeSH
602	clomethiazole	PA	D000927	Anticonvulsants	MeSH
682	clobazam	PA	D000927	Anticonvulsants	MeSH
703	clonazepam	PA	D000927	Anticonvulsants	MeSH
711	clorazepate	PA	D000927	Anticonvulsants	MeSH
852	diazepam	PA	D000927	Anticonvulsants	MeSH
3151	dimethadione	PA	D000927	Anticonvulsants	MeSH
2804	valpromide	PA	D000927	Anticonvulsants	MeSH
1022	eperisone	PA	D000927	Anticonvulsants	MeSH
1056	estazolam	PA	D000927	Anticonvulsants	MeSH
1087	ethosuximide	PA	D000927	Anticonvulsants	MeSH
1088	ethotoin	PA	D000927	Anticonvulsants	MeSH
4181	ezogabine	PA	D000927	Anticonvulsants	MeSH
1140	felbamate	PA	D000927	Anticonvulsants	MeSH
1190	fludiazepam	PA	D000927	Anticonvulsants	MeSH
1200	flunarizine	PA	D000927	Anticonvulsants	MeSH
1247	fosphenytoin	PA	D000927	Anticonvulsants	MeSH
1264	gabapentin	PA	D000927	Anticonvulsants	MeSH
1435	indeloxazine	PA	D000927	Anticonvulsants	MeSH
4310	lacosamide	PA	D000927	Anticonvulsants	MeSH
1540	lamotrigine	PA	D000927	Anticonvulsants	MeSH
1606	lorazepam	PA	D000927	Anticonvulsants	MeSH
4290	magnesium sulfate	PA	D000927	Anticonvulsants	MeSH
1642	mebeverine	PA	D000927	Anticonvulsants	MeSH
1654	medazepam	PA	D000927	Anticonvulsants	MeSH
1695	mephenytoin	PA	D000927	Anticonvulsants	MeSH
1696	methylphenobarbital	PA	D000927	Anticonvulsants	MeSH
1704	meprobamate	PA	D000927	Anticonvulsants	MeSH
1758	methsuximide	PA	D000927	Anticonvulsants	MeSH
1936	nimetazepam	PA	D000927	Anticonvulsants	MeSH
1945	nitrazepam	PA	D000927	Anticonvulsants	MeSH
2017	oxcarbazepine	PA	D000927	Anticonvulsants	MeSH
2058	paraldehyde	PA	D000927	Anticonvulsants	MeSH
2125	pheneturide	PA	D000927	Anticonvulsants	MeSH
2134	phenobarbital	PA	D000927	Anticonvulsants	MeSH
2152	phenytoin	PA	D000927	Anticonvulsants	MeSH
2255	pregabalin	PA	D000927	Anticonvulsants	MeSH
2267	primidone	PA	D000927	Anticonvulsants	MeSH
2278	progabide	PA	D000927	Anticonvulsants	MeSH
2382	riluzole	PA	D000927	Anticonvulsants	MeSH
2480	stiripentol	PA	D000927	Anticonvulsants	MeSH
2540	sultiame	PA	D000927	Anticonvulsants	MeSH
2633	thiopental	PA	D000927	Anticonvulsants	MeSH
2648	tiagabine	PA	D000927	Anticonvulsants	MeSH
2683	tizanidine	PA	D000927	Anticonvulsants	MeSH
2706	topiramate	PA	D000927	Anticonvulsants	MeSH
2751	trimethadione	PA	D000927	Anticonvulsants	MeSH
2803	valproic acid	PA	D000927	Anticonvulsants	MeSH
2819	vigabatrin	PA	D000927	Anticonvulsants	MeSH
2857	zaleplon	PA	D000927	Anticonvulsants	MeSH
2872	zonisamide	PA	D000927	Anticonvulsants	MeSH
